Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..
